Shipment_ID,Plant_ID,Shipment_Date,Mode_of_Transport,Weight_Tons,Distance_KM
SHP_01403,PLNT_03,11-09-2024,Heavy Truck,16.57,448.73
SHP_01404,PLNT_05,06-05-2025,Heavy Truck,16.44,790.17
SHP_01405,PLNT_02,08-01-2024,Heavy Truck,20.9,69.89
SHP_01406,PLNT_02,18-07-2024,Ocean Cargo,22.66,8317.93
SHP_01407,PLNT_04,23-09-2025,Rail,8.38,631.56
SHP_01408,PLNT_04,23-04-2026,Heavy Truck,16.05,78.96
SHP_01409,PLNT_01,13-08-2024,Heavy Truck,10.6,719.08
SHP_01410,PLNT_02,14-09-2024,Heavy Truck,10.27,378.5
SHP_01411,PLNT_03,10-01-2024,Heavy Truck,22.34,338.73
SHP_01412,PLNT_05,12-10-2024,Heavy Truck,13.09,636.96
SHP_01413,PLNT_05,09-02-2024,Ocean Cargo,5.91,8829.89
SHP_01414,PLNT_05,22-08-2024,Heavy Truck,19.52,59.51
SHP_01415,PLNT_03,01-05-2025,Ocean Cargo,13.86,1238.18
SHP_01416,PLNT_05,23-10-2024,Ocean Cargo,5.55,6750.4
SHP_01417,PLNT_03,13-10-2024,Ocean Cargo,14.63,4632.64
SHP_01418,PLNT_04,20-03-2024,Rail,23.24,297.49
SHP_01419,PLNT_05,07-04-2026,Heavy Truck,14.41,444.58
SHP_01420,PLNT_04,26-10-2025,Heavy Truck,13.3,128.78
SHP_01421,PLNT_01,07-05-2025,Ocean Cargo,19.64,5401.68
SHP_01422,PLNT_03,07-05-2025,Heavy Truck,15.57,433.6
SHP_01423,PLNT_02,03-11-2024,Air Freight,10.38,2397.42
SHP_01424,PLNT_04,03-06-2024,Heavy Truck,14.61,646.6
SHP_01425,PLNT_02,10-06-2026,Heavy Truck,15.97,415.82
SHP_01426,PLNT_01,19-08-2024,Ocean Cargo,21.37,4676.25
SHP_01427,PLNT_03,05-11-2026,Heavy Truck,4.74,593.71
SHP_01428,PLNT_05,21-10-2024,Air Freight,14.53,10465.08
SHP_01429,PLNT_01,13-01-2025,Ocean Cargo,16.41,5324.15
SHP_01430,PLNT_04,17-11-2025,Ocean Cargo,4.55,1546.86
SHP_01431,PLNT_02,17-10-2025,Heavy Truck,8.84,265.65
SHP_01432,PLNT_02,02-04-2026,Ocean Cargo,20.02,1139.66
SHP_01433,PLNT_03,02-02-2024,Heavy Truck,18,746.07
SHP_01434,PLNT_05,03-05-2025,Ocean Cargo,13.6,6686.84
SHP_01435,PLNT_05,08-04-2025,Ocean Cargo,6.7,10576.67
SHP_01436,PLNT_04,15-09-2024,Ocean Cargo,14.19,1338.69
SHP_01437,PLNT_01,23-07-2024,Heavy Truck,24.99,177.63
SHP_01438,PLNT_03,11-01-2026,Heavy Truck,22.88,423.6
SHP_01439,PLNT_01,03-12-2026,Ocean Cargo,10.72,250.98
SHP_01440,PLNT_02,13-09-2026,Rail,12.4,411.61
SHP_01441,PLNT_05,16-01-2024,Ocean Cargo,10.75,1636.59
SHP_01442,PLNT_04,09-06-2025,Heavy Truck,20.93,679.93
SHP_01443,PLNT_02,23-01-2024,Heavy Truck,22.57,355.96
SHP_01444,PLNT_04,04-10-2026,Ocean Cargo,6.55,1419.15
SHP_01445,PLNT_05,06-06-2024,Air Freight,14.43,8395.23
SHP_01446,PLNT_02,02-08-2025,Ocean Cargo,16.9,6597.87
SHP_01447,PLNT_01,07-12-2026,Heavy Truck,20.01,604.7
SHP_01448,PLNT_01,19-06-2026,Heavy Truck,19.21,644.57
SHP_01449,PLNT_02,27-10-2025,Ocean Cargo,20.26,1319.84
SHP_01450,PLNT_04,27-05-2026,Ocean Cargo,16.46,1209.24
SHP_01451,PLNT_05,14-01-2026,Ocean Cargo,15.24,10834.48
SHP_01452,PLNT_01,05-06-2024,Ocean Cargo,5.6,9332.68
SHP_01453,PLNT_01,26-01-2026,Heavy Truck,11.82,376.24
SHP_01454,PLNT_03,22-04-2024,Rail,18.61,205.37
SHP_01455,PLNT_01,08-04-2026,Air Freight,2.62,8690.12
SHP_01456,PLNT_03,02-02-2024,Heavy Truck,16.9,658.64
SHP_01457,PLNT_01,07-12-2025,Ocean Cargo,6.61,7249.41
SHP_01458,PLNT_04,10-08-2025,Heavy Truck,8.03,328.27
SHP_01459,PLNT_03,17-03-2024,Heavy Truck,4.28,532.59
SHP_01460,PLNT_03,10-04-2025,Heavy Truck,19.53,293.77
SHP_01461,PLNT_04,11-11-2024,Heavy Truck,9.91,423.25
SHP_01462,PLNT_03,25-02-2025,Heavy Truck,14.7,120.76
SHP_01463,PLNT_03,17-07-2026,Heavy Truck,15.9,629.8
SHP_01464,PLNT_05,12-11-2026,Heavy Truck,14.75,138.76
SHP_01465,PLNT_03,18-11-2025,Heavy Truck,5.55,619.19
SHP_01466,PLNT_05,27-07-2024,Heavy Truck,10.06,513.71
SHP_01467,PLNT_02,19-03-2026,Ocean Cargo,22.8,5269.92
SHP_01468,PLNT_01,18-04-2026,Ocean Cargo,2.99,9574.78
SHP_01469,PLNT_02,16-11-2026,Ocean Cargo,21.65,1641.2
SHP_01470,PLNT_05,23-09-2024,Heavy Truck,8.27,659.17
SHP_01471,PLNT_04,26-10-2026,Rail,16.45,423.29
SHP_01472,PLNT_01,17-12-2024,Ocean Cargo,8.57,5241.67
SHP_01473,PLNT_03,24-01-2025,Ocean Cargo,6.91,7752.05
SHP_01474,PLNT_04,13-12-2024,Heavy Truck,23.75,760.57
SHP_01475,PLNT_02,22-01-2026,Ocean Cargo,20.69,580.44
SHP_01476,PLNT_04,07-08-2025,Heavy Truck,13.42,649.24
SHP_01477,PLNT_01,22-12-2025,Ocean Cargo,2.3,9257.21
SHP_01478,PLNT_05,12-12-2025,Ocean Cargo,20.72,9098.46
SHP_01479,PLNT_01,12-02-2026,Heavy Truck,22.43,268.7
SHP_01480,PLNT_04,17-02-2024,Ocean Cargo,5.75,682.86
SHP_01481,PLNT_05,07-08-2025,Rail,10.56,253.01
SHP_01482,PLNT_04,17-01-2024,Ocean Cargo,21.81,3024.5
SHP_01483,PLNT_04,27-06-2026,Ocean Cargo,8.58,9445.89
SHP_01484,PLNT_02,19-03-2026,Ocean Cargo,11.87,1102.95
SHP_01485,PLNT_02,20-11-2025,Heavy Truck,9.28,313.51
SHP_01486,PLNT_02,22-09-2025,Ocean Cargo,22.7,4381.54
SHP_01487,PLNT_04,17-04-2025,Ocean Cargo,3.27,1466.26
SHP_01488,PLNT_01,25-12-2026,Air Freight,8.27,11450.22
SHP_01489,PLNT_01,14-12-2024,Ocean Cargo,3.02,7798.95
SHP_01490,PLNT_03,01-06-2025,Ocean Cargo,19.25,11493.19
SHP_01491,PLNT_04,04-02-2025,Heavy Truck,19.61,710.43
SHP_01492,PLNT_01,18-08-2025,Heavy Truck,4.02,471.63
SHP_01493,PLNT_02,19-08-2025,Rail,21.51,354.45
SHP_01494,PLNT_03,10-04-2024,Heavy Truck,20.52,137.27
SHP_01495,PLNT_02,11-10-2024,Ocean Cargo,21.14,5502.49
SHP_01496,PLNT_03,22-04-2025,Heavy Truck,10.05,149.74
SHP_01497,PLNT_05,01-05-2024,Heavy Truck,12.26,695.99
SHP_01498,PLNT_02,07-10-2026,Ocean Cargo,24.85,5502.82
SHP_01499,PLNT_01,10-06-2025,Heavy Truck,8.64,126.91
SHP_01500,PLNT_03,10-12-2025,Heavy Truck,13.45,689.58
SHP_01501,PLNT_05,10-11-2024,Heavy Truck,24.92,206.36
SHP_01502,PLNT_04,02-02-2026,Heavy Truck,12.42,699.85
SHP_01503,PLNT_04,20-07-2024,Ocean Cargo,5.67,7738.54
SHP_01504,PLNT_03,12-07-2025,Rail,12.28,744.43
SHP_01505,PLNT_05,15-10-2024,Heavy Truck,10.28,97.48
SHP_01506,PLNT_02,04-08-2025,Ocean Cargo,12.04,1116.06
SHP_01507,PLNT_03,20-05-2026,Ocean Cargo,2.93,1725.83
SHP_01508,PLNT_04,26-03-2026,Heavy Truck,22.91,217.22
SHP_01509,PLNT_03,12-11-2026,Heavy Truck,6.46,64.34
SHP_01510,PLNT_01,15-09-2024,Heavy Truck,15.07,717.59
SHP_01511,PLNT_05,12-09-2025,Ocean Cargo,16.19,9107.57
SHP_01512,PLNT_03,21-04-2025,Ocean Cargo,8.23,10937.12
SHP_01513,PLNT_03,20-06-2026,Ocean Cargo,6.28,4512.19
SHP_01514,PLNT_01,10-01-2025,Heavy Truck,18.09,776.42
SHP_01515,PLNT_03,19-06-2024,Ocean Cargo,23.18,8914.72
SHP_01516,PLNT_04,24-03-2024,Heavy Truck,21.25,225.87
SHP_01517,PLNT_03,15-07-2024,Heavy Truck,20.43,780.42
SHP_01518,PLNT_02,02-01-2026,Ocean Cargo,9.75,5255.08
SHP_01519,PLNT_05,16-12-2025,Heavy Truck,18.26,678.96
SHP_01520,PLNT_03,26-09-2025,Ocean Cargo,19.43,5798.71
SHP_01521,PLNT_05,09-09-2024,Air Freight,8.63,7264.39
SHP_01522,PLNT_03,10-03-2026,Rail,13.98,377.09
SHP_01523,PLNT_02,15-01-2025,Rail,24.59,155.88
SHP_01524,PLNT_01,27-01-2025,Rail,9.87,532.62
SHP_01525,PLNT_02,05-05-2025,Heavy Truck,4.02,675.79
SHP_01526,PLNT_01,20-01-2026,Ocean Cargo,4.42,7836.2
SHP_01527,PLNT_05,07-12-2026,Heavy Truck,22.91,271.13
SHP_01528,PLNT_02,01-08-2025,Ocean Cargo,7.68,7748.3
SHP_01529,PLNT_05,15-06-2024,Heavy Truck,4.4,692.46
SHP_01530,PLNT_04,06-06-2024,Ocean Cargo,18.1,8565.81
SHP_01531,PLNT_01,07-05-2026,Ocean Cargo,4.17,9061.36
SHP_01532,PLNT_05,23-01-2025,Heavy Truck,1.77,461.26
SHP_01533,PLNT_02,16-02-2024,Ocean Cargo,13.52,4913.51
SHP_01534,PLNT_02,01-07-2024,Ocean Cargo,2.96,3474.49
SHP_01535,PLNT_05,18-12-2026,Heavy Truck,10.77,445.53
SHP_01536,PLNT_04,04-06-2024,Rail,6.68,742.19
SHP_01537,PLNT_05,17-12-2024,Ocean Cargo,9.47,8150.3
SHP_01538,PLNT_02,04-09-2026,Rail,9.51,467.78
SHP_01539,PLNT_03,27-02-2025,Heavy Truck,4.65,79.58
SHP_01540,PLNT_03,26-11-2025,Ocean Cargo,18.66,1563.44
SHP_01541,PLNT_02,24-04-2026,Ocean Cargo,24.79,11773.34
SHP_01542,PLNT_01,22-10-2026,Ocean Cargo,17.44,6153.89
SHP_01543,PLNT_05,20-01-2025,Ocean Cargo,21.53,10282.97
SHP_01544,PLNT_01,03-03-2024,Heavy Truck,15.09,455.64
SHP_01545,PLNT_04,21-03-2026,Heavy Truck,1.64,256.21
SHP_01546,PLNT_01,03-12-2024,Heavy Truck,3.18,662.31
SHP_01547,PLNT_01,27-10-2026,Ocean Cargo,13.86,1241.19
SHP_01548,PLNT_05,18-04-2025,Heavy Truck,6.22,482.39
SHP_01549,PLNT_05,26-04-2024,Ocean Cargo,10.25,2523.68
SHP_01550,PLNT_03,22-07-2024,Heavy Truck,13.89,721.9
SHP_01551,PLNT_05,04-10-2024,Ocean Cargo,15.95,9564.18
SHP_01552,PLNT_03,04-01-2026,Ocean Cargo,12.05,7919.13
SHP_01553,PLNT_05,24-01-2025,Heavy Truck,19.31,742.26
SHP_01554,PLNT_05,27-10-2026,Ocean Cargo,1.9,8790.43
SHP_01555,PLNT_04,13-11-2025,Heavy Truck,17.7,719.07
SHP_01556,PLNT_01,19-07-2026,Ocean Cargo,3.26,8058.78
SHP_01557,PLNT_04,14-09-2026,Ocean Cargo,8.26,4948.68
SHP_01558,PLNT_03,22-07-2024,Heavy Truck,20.68,533.79
SHP_01559,PLNT_02,20-02-2024,Heavy Truck,22.27,549.67
SHP_01560,PLNT_02,05-03-2024,Rail,3.71,259.98
SHP_01561,PLNT_01,09-01-2026,Heavy Truck,24.29,632.95
SHP_01562,PLNT_01,14-10-2026,Heavy Truck,23.68,607.03
SHP_01563,PLNT_04,27-02-2026,Heavy Truck,11.36,577.63
SHP_01564,PLNT_05,16-11-2025,Heavy Truck,12.98,561.71
SHP_01565,PLNT_04,15-06-2025,Air Freight,12.06,7728.9
SHP_01566,PLNT_04,08-09-2026,Air Freight,16.95,2013.67
SHP_01567,PLNT_05,27-03-2025,Rail,24.41,308.36
SHP_01568,PLNT_04,27-01-2025,Heavy Truck,8.14,757.92
SHP_01569,PLNT_03,15-10-2024,Ocean Cargo,16.92,167.32
SHP_01570,PLNT_03,26-08-2025,Ocean Cargo,6.57,3175.01
SHP_01571,PLNT_01,15-08-2025,Air Freight,1.84,4243.97
SHP_01572,PLNT_05,13-07-2026,Ocean Cargo,11.15,2718.75
SHP_01573,PLNT_05,17-04-2026,Heavy Truck,17.45,370.54
SHP_01574,PLNT_02,27-04-2024,Ocean Cargo,2.26,9470.79
SHP_01575,PLNT_04,09-02-2025,Rail,5.79,202.27
SHP_01576,PLNT_02,16-07-2026,Rail,15.51,260.65
SHP_01577,PLNT_05,21-03-2024,Air Freight,22.2,3514.56
SHP_01578,PLNT_05,12-11-2024,Heavy Truck,22.85,467.16
SHP_01579,PLNT_02,02-11-2026,Heavy Truck,11.68,293.72
SHP_01580,PLNT_05,26-12-2024,Heavy Truck,5.64,257.58
SHP_01581,PLNT_02,20-06-2026,Ocean Cargo,18.65,7129.55
SHP_01582,PLNT_05,03-10-2026,Ocean Cargo,2.74,1020.12
SHP_01583,PLNT_01,10-09-2024,Ocean Cargo,12.69,8980.93
SHP_01584,PLNT_04,10-03-2026,Ocean Cargo,24.63,9315.81
SHP_01585,PLNT_04,19-03-2024,Ocean Cargo,4.66,8024.66
SHP_01586,PLNT_03,13-09-2025,Heavy Truck,18.79,536.49
SHP_01587,PLNT_03,12-10-2026,Heavy Truck,21.02,399.67
SHP_01588,PLNT_02,15-07-2026,Ocean Cargo,24.52,11876.16
SHP_01589,PLNT_05,03-04-2026,Ocean Cargo,4.78,10853.64
SHP_01590,PLNT_05,04-04-2025,Rail,24.46,545.67
SHP_01591,PLNT_03,02-09-2024,Heavy Truck,22.24,509.08
SHP_01592,PLNT_05,20-03-2025,Heavy Truck,16.79,497.56
SHP_01593,PLNT_03,11-02-2025,Heavy Truck,5.99,394.03
SHP_01594,PLNT_03,02-07-2024,Ocean Cargo,12.96,10067.19
SHP_01595,PLNT_05,14-10-2026,Heavy Truck,6.14,53.64
SHP_01596,PLNT_02,02-05-2026,Ocean Cargo,13.63,9233.93
SHP_01597,PLNT_01,02-04-2026,Heavy Truck,16.99,373.25
SHP_01598,PLNT_02,03-11-2026,Air Freight,12.02,2467.84
SHP_01599,PLNT_03,01-06-2026,Ocean Cargo,12.96,7632.99
SHP_01600,PLNT_02,03-03-2024,Ocean Cargo,9.91,5283.76
SHP_01601,PLNT_05,08-02-2026,Rail,17.73,630.18
SHP_01602,PLNT_03,13-11-2025,Heavy Truck,7.59,74.62
SHP_01603,PLNT_04,12-06-2026,Ocean Cargo,10.72,2622.81
SHP_01604,PLNT_05,27-04-2025,Rail,21.73,548.45
SHP_01605,PLNT_03,24-03-2024,Heavy Truck,24.24,199.87
SHP_01606,PLNT_03,12-05-2025,Ocean Cargo,4.55,6648.14
SHP_01607,PLNT_03,09-01-2025,Ocean Cargo,7.24,11018.01
SHP_01608,PLNT_04,01-03-2024,Ocean Cargo,7.32,6716.08
SHP_01609,PLNT_02,27-11-2025,Rail,3.4,347.68
SHP_01610,PLNT_03,23-11-2026,Ocean Cargo,12.05,6755.5
SHP_01611,PLNT_02,27-01-2024,Ocean Cargo,23.08,5587.43
SHP_01612,PLNT_04,05-09-2026,Heavy Truck,6.87,697.64
SHP_01613,PLNT_04,04-08-2024,Ocean Cargo,13,4504.53
SHP_01614,PLNT_01,12-06-2025,Ocean Cargo,22.17,4231.04
SHP_01615,PLNT_04,08-08-2026,Ocean Cargo,10.49,1119.05
SHP_01616,PLNT_05,06-11-2025,Heavy Truck,5.75,303.23
SHP_01617,PLNT_01,14-10-2025,Heavy Truck,10.72,350.7
SHP_01618,PLNT_05,13-09-2025,Ocean Cargo,8.27,8367.77
SHP_01619,PLNT_03,02-10-2025,Heavy Truck,18.35,450.18
SHP_01620,PLNT_05,11-03-2025,Ocean Cargo,9.22,6171.45
SHP_01621,PLNT_02,22-04-2024,Heavy Truck,2.14,131.54
SHP_01622,PLNT_05,16-12-2025,Heavy Truck,2.02,245.54
SHP_01623,PLNT_04,14-09-2024,Rail,21.52,627.97
SHP_01624,PLNT_05,18-01-2026,Heavy Truck,18.82,201.95
SHP_01625,PLNT_01,08-04-2025,Ocean Cargo,7.76,10925.06
SHP_01626,PLNT_05,19-12-2025,Ocean Cargo,11.4,2917.73
SHP_01627,PLNT_04,03-12-2024,Heavy Truck,17.84,331.63
SHP_01628,PLNT_05,27-01-2025,Rail,9.66,758.31
SHP_01629,PLNT_02,11-04-2026,Heavy Truck,10.7,500.58
SHP_01630,PLNT_05,20-06-2026,Heavy Truck,16.55,771.84
SHP_01631,PLNT_01,26-01-2025,Ocean Cargo,5.45,10986.22
SHP_01632,PLNT_02,10-03-2025,Rail,3.26,452.09
SHP_01633,PLNT_02,19-05-2026,Heavy Truck,3.3,559.63
SHP_01634,PLNT_01,27-10-2024,Heavy Truck,3.55,290.78
SHP_01635,PLNT_03,17-02-2025,Ocean Cargo,19.31,11839.74
SHP_01636,PLNT_03,09-05-2026,Heavy Truck,10.55,472.11
SHP_01637,PLNT_03,06-08-2024,Ocean Cargo,4.84,4173.67
SHP_01638,PLNT_03,11-12-2026,Ocean Cargo,17.86,9641.87
SHP_01639,PLNT_02,10-10-2024,Air Freight,5.75,11229.35
SHP_01640,PLNT_01,04-12-2026,Heavy Truck,21.4,209.71
SHP_01641,PLNT_05,14-01-2025,Heavy Truck,16.97,714.38
SHP_01642,PLNT_01,17-03-2024,Air Freight,20.44,5272.2
SHP_01643,PLNT_05,21-01-2026,Ocean Cargo,17.08,3056.14
SHP_01644,PLNT_01,06-07-2025,Heavy Truck,9.24,169.3
SHP_01645,PLNT_01,22-07-2026,Rail,17.37,652.33
SHP_01646,PLNT_01,24-07-2024,Heavy Truck,24.36,723.44
SHP_01647,PLNT_05,03-02-2025,Heavy Truck,24.47,391.92
SHP_01648,PLNT_03,04-06-2024,Heavy Truck,19.65,729.55
SHP_01649,PLNT_03,03-12-2025,Heavy Truck,6.39,233.17
SHP_01650,PLNT_02,06-02-2026,Air Freight,21.6,5772.95
SHP_01651,PLNT_02,19-05-2024,Ocean Cargo,14.62,5174.95
SHP_01652,PLNT_01,02-11-2025,Heavy Truck,20.2,684.07
SHP_01653,PLNT_04,01-06-2025,Heavy Truck,15.85,314.74
SHP_01654,PLNT_05,14-03-2025,Heavy Truck,20.86,144.82
SHP_01655,PLNT_03,08-01-2025,Heavy Truck,7.56,799.52
SHP_01656,PLNT_04,10-01-2025,Rail,7.26,489.54
SHP_01657,PLNT_01,21-06-2025,Ocean Cargo,15.4,9963.56
SHP_01658,PLNT_02,23-04-2026,Ocean Cargo,16.47,8502.99
SHP_01659,PLNT_03,04-11-2025,Heavy Truck,9.94,534.17
SHP_01660,PLNT_03,22-08-2024,Ocean Cargo,9.07,5442.88
SHP_01661,PLNT_03,25-05-2026,Heavy Truck,6.76,278.94
SHP_01662,PLNT_02,14-10-2026,Heavy Truck,2.5,523.21
SHP_01663,PLNT_03,24-05-2024,Ocean Cargo,18.33,7228.38
SHP_01664,PLNT_01,14-11-2026,Ocean Cargo,20.29,9166.66
SHP_01665,PLNT_02,20-09-2024,Ocean Cargo,3.74,8678.07
SHP_01666,PLNT_05,05-05-2025,Heavy Truck,20.29,698.37
SHP_01667,PLNT_03,22-02-2026,Rail,6.35,702.71
SHP_01668,PLNT_04,07-08-2025,Ocean Cargo,16.95,10612.3
SHP_01669,PLNT_05,07-01-2025,Heavy Truck,9.66,403.44
SHP_01670,PLNT_01,26-10-2024,Ocean Cargo,21.94,10390.12
SHP_01671,PLNT_03,20-04-2024,Heavy Truck,4.76,299.16
SHP_01672,PLNT_05,22-12-2026,Heavy Truck,9.57,127.94
SHP_01673,PLNT_03,01-06-2024,Heavy Truck,6.79,571.52
SHP_01674,PLNT_03,13-09-2026,Ocean Cargo,23.88,2988.2
SHP_01675,PLNT_02,12-11-2026,Heavy Truck,3.27,225.61
SHP_01676,PLNT_03,01-09-2025,Heavy Truck,20.85,672.83
SHP_01677,PLNT_04,16-08-2024,Heavy Truck,23.76,485.9
SHP_01678,PLNT_01,11-03-2025,Rail,20.4,552.72
SHP_01679,PLNT_04,03-03-2024,Ocean Cargo,20.28,2023.52
SHP_01680,PLNT_05,04-07-2026,Ocean Cargo,22.3,9189.7
SHP_01681,PLNT_04,16-07-2024,Heavy Truck,4.47,294.15
SHP_01682,PLNT_04,24-06-2025,Heavy Truck,3.03,253.45
SHP_01683,PLNT_04,20-04-2024,Heavy Truck,16.6,461.48
SHP_01684,PLNT_04,05-01-2024,Heavy Truck,24.18,522.94
SHP_01685,PLNT_05,15-04-2025,Heavy Truck,4.92,511.52
SHP_01686,PLNT_01,26-12-2024,Heavy Truck,24.65,371.3
SHP_01687,PLNT_05,21-03-2026,Heavy Truck,5.14,163.8
SHP_01688,PLNT_02,02-10-2025,Rail,6.28,430.96
SHP_01689,PLNT_04,08-12-2025,Ocean Cargo,19.74,7163.71
SHP_01690,PLNT_04,02-02-2026,Heavy Truck,7.86,641.41
SHP_01691,PLNT_02,13-01-2025,Rail,2.27,348.48
SHP_01692,PLNT_05,18-02-2026,Rail,5.23,643.41
SHP_01693,PLNT_03,26-11-2026,Ocean Cargo,24.43,6193.87
SHP_01694,PLNT_01,13-11-2026,Rail,8.87,587.75
SHP_01695,PLNT_04,02-06-2024,Ocean Cargo,17.36,4129.9
SHP_01696,PLNT_04,24-05-2026,Air Freight,17.38,7547.26
SHP_01697,PLNT_05,17-08-2024,Ocean Cargo,17.79,7849.64
SHP_01698,PLNT_01,24-12-2024,Rail,12.91,622.55
SHP_01699,PLNT_03,20-02-2024,Ocean Cargo,10.27,4048.93
SHP_01700,PLNT_03,25-03-2025,Heavy Truck,1.65,799.2
SHP_01701,PLNT_01,02-01-2026,Heavy Truck,12.38,160.29
SHP_01702,PLNT_01,23-02-2025,Heavy Truck,20.77,689.54
SHP_01703,PLNT_05,12-06-2026,Ocean Cargo,20.23,2286.74
SHP_01704,PLNT_01,18-03-2025,Ocean Cargo,6.14,4258.13
SHP_01705,PLNT_03,07-01-2025,Heavy Truck,21.72,272.84
SHP_01706,PLNT_03,04-07-2024,Ocean Cargo,5.26,172.45
SHP_01707,PLNT_02,07-01-2026,Heavy Truck,2.24,632.8
SHP_01708,PLNT_04,13-10-2026,Ocean Cargo,16.01,5292.91
SHP_01709,PLNT_04,22-11-2024,Ocean Cargo,1.81,2809.51
SHP_01710,PLNT_03,23-11-2025,Heavy Truck,20.48,199.45
SHP_01711,PLNT_03,08-07-2025,Heavy Truck,21.79,122.72
SHP_01712,PLNT_04,26-04-2024,Heavy Truck,12.16,467
SHP_01713,PLNT_04,24-07-2024,Heavy Truck,24.74,510.63
SHP_01714,PLNT_03,26-10-2024,Heavy Truck,11.3,602.73
SHP_01715,PLNT_01,11-04-2025,Heavy Truck,1.56,279.44
SHP_01716,PLNT_02,13-03-2024,Heavy Truck,22.1,778.57
SHP_01717,PLNT_05,27-08-2024,Heavy Truck,1.89,160.98
SHP_01718,PLNT_03,10-04-2024,Rail,17.32,336.14
SHP_01719,PLNT_03,21-01-2026,Ocean Cargo,7.32,3645.35
SHP_01720,PLNT_02,06-10-2024,Heavy Truck,8.51,574.11
SHP_01721,PLNT_01,19-04-2024,Ocean Cargo,10.08,7804.71
SHP_01722,PLNT_05,06-02-2024,Ocean Cargo,8.23,7510.59
SHP_01723,PLNT_04,18-06-2025,Rail,18.16,134.05
SHP_01724,PLNT_04,23-08-2024,Heavy Truck,2.63,130.82
SHP_01725,PLNT_01,24-06-2024,Heavy Truck,4.27,294.78
SHP_01726,PLNT_03,11-10-2026,Ocean Cargo,5.25,263.63
SHP_01727,PLNT_04,25-05-2024,Rail,7.33,337.25
SHP_01728,PLNT_04,27-07-2026,Heavy Truck,7.67,186.99
SHP_01729,PLNT_01,25-03-2025,Heavy Truck,9.64,568.76
SHP_01730,PLNT_02,05-04-2026,Ocean Cargo,9.65,10645.85
SHP_01731,PLNT_05,05-12-2025,Ocean Cargo,18.01,9715.29
SHP_01732,PLNT_01,15-09-2025,Heavy Truck,23.8,793.62
SHP_01733,PLNT_05,20-04-2025,Ocean Cargo,2.25,1076.61
SHP_01734,PLNT_03,09-07-2026,Ocean Cargo,15.87,5128.61
SHP_01735,PLNT_02,10-06-2026,Heavy Truck,13.1,144.19
SHP_01736,PLNT_05,14-10-2026,Heavy Truck,7.62,382.93
SHP_01737,PLNT_05,20-01-2025,Ocean Cargo,6.94,5993.23
SHP_01738,PLNT_01,27-01-2025,Ocean Cargo,14.1,431.75
SHP_01739,PLNT_03,12-08-2024,Ocean Cargo,5.1,7901.82
SHP_01740,PLNT_04,18-10-2025,Rail,12.8,95.42
SHP_01741,PLNT_02,01-09-2026,Heavy Truck,7.12,527.57
SHP_01742,PLNT_03,12-07-2025,Ocean Cargo,3.88,4311.23
SHP_01743,PLNT_04,17-05-2026,Air Freight,7.25,6801.2
SHP_01744,PLNT_05,01-10-2024,Heavy Truck,12.27,489.38
SHP_01745,PLNT_04,12-02-2024,Ocean Cargo,18.58,8933.73
SHP_01746,PLNT_01,13-01-2025,Rail,5.39,185.04
SHP_01747,PLNT_05,09-02-2025,Heavy Truck,3.04,738.69
SHP_01748,PLNT_04,15-03-2026,Air Freight,12.21,2945.52
SHP_01749,PLNT_05,14-05-2024,Rail,21.34,214.43
SHP_01750,PLNT_03,19-04-2026,Heavy Truck,11.6,302.83
SHP_01751,PLNT_05,27-04-2024,Heavy Truck,20.01,710.55
SHP_01752,PLNT_01,04-07-2024,Heavy Truck,13.69,82.02
SHP_01753,PLNT_03,11-03-2026,Ocean Cargo,24.14,6236.71
SHP_01754,PLNT_03,01-01-2025,Ocean Cargo,21.31,6625.97
SHP_01755,PLNT_05,15-10-2026,Ocean Cargo,14.19,6679.68
SHP_01756,PLNT_03,21-04-2024,Ocean Cargo,24.14,5747.23
SHP_01757,PLNT_04,04-05-2026,Heavy Truck,24.49,494.71
SHP_01758,PLNT_02,11-07-2025,Rail,21.62,643.97
SHP_01759,PLNT_04,08-11-2024,Air Freight,10.45,6370.31
SHP_01760,PLNT_02,07-05-2024,Ocean Cargo,20.54,4743.28
SHP_01761,PLNT_05,11-09-2024,Heavy Truck,14.73,362.08
SHP_01762,PLNT_05,08-04-2025,Ocean Cargo,10.84,10977.78
SHP_01763,PLNT_05,10-02-2025,Heavy Truck,2.28,102.38
SHP_01764,PLNT_02,25-07-2025,Ocean Cargo,3.6,5727.17
SHP_01765,PLNT_01,18-07-2024,Rail,8.57,305.89
SHP_01766,PLNT_04,04-09-2026,Ocean Cargo,8.09,2525.21
SHP_01767,PLNT_04,16-05-2024,Heavy Truck,5.91,439.19
SHP_01768,PLNT_04,13-02-2026,Heavy Truck,24.35,363.07
SHP_01769,PLNT_01,27-09-2024,Heavy Truck,6.85,597.13
SHP_01770,PLNT_03,26-06-2024,Heavy Truck,14.32,316.43
SHP_01771,PLNT_01,08-05-2025,Ocean Cargo,11.34,1617.12
SHP_01772,PLNT_01,04-10-2025,Ocean Cargo,15.21,11692.37
SHP_01773,PLNT_01,25-08-2025,Heavy Truck,18.33,740.2
SHP_01774,PLNT_01,20-03-2024,Rail,14.34,402.53
SHP_01775,PLNT_05,20-04-2024,Ocean Cargo,7.62,10964.52
SHP_01776,PLNT_03,26-06-2025,Air Freight,22.91,4831.39
